AGCnr,srcname,RADecpoint,wappname1,wappname2,wappname3,#pr,d/n,quad,cont,ord,Xsmo,rms,fit,W50,Werr,Vsys,Flux,SN,Wqual,Comment
104316,S000835.2+344948,000835.2+344948,wapp.20161029.a3064.0019,wapp.20161013.a3064.0023,""" """,2,d,2,-8.28961,0,H3,0.806982,2P,95.436071,3.0129853,6250.767,0.36248926,7.5806971,Y,"This was one of the clearest samples I have seen so far, very minor gps interference, spike around 7000 km/s"
104316,S000835.2+344948,000835.2+344948,wapp.20161029.a3064.0019,wapp.20161013.a3064.0023,""" """,2,n,1,-5.8445,4,H3,0.576238,0,0,0,0,0,0,Y,
104316,S000835.2+344948,000835.2+344948,wapp.20161029.a3064.0019,wapp.20161013.a3064.0023,""" """,2,n,3,-6.23842,2,H3,0.681593,0,0,0,0,0,0,U,"take gps out of the first wappfile, not the second one, it looks like a signal peak at 1.15*10^4, but it is insignificant bevause you can only see it in the  2nd wappfile"
104316,S000835.2+344948,000835.2+344948,wapp.20161029.a3064.0019,wapp.20161013.a3064.0023,""" """,2,n,4,-4.66912,1,H3,1.0612,0,0,0,0,0,0,U,I ignored the reccomended 4th order and chose to make it first order
105246,S003346.8+340241,003346.8+340241,wapp.20161121.a3064.0015,wapp.20161109.a3064.0012,""" """,2,n,2,8.00219,0,H3,0.652101,0,0,0,0,0,0,U,"very noisy, no clear detection to measure"
105246,S003346.8+340241,003346.8+340241,wapp.20161121.a3064.0015,wapp.20161109.a3064.0012,""" """,2,n,1,8.88494,0,H3,0.621994,0,0,0,0,0,0,Y,
105246,S003346.8+340241,003346.8+340241,wapp.20161121.a3064.0015,wapp.20161109.a3064.0012,""" """,2,n,3,7.25618,1,H3,0.622253,0,0,0,0,0,0,Y,take gps out of first file and second even though the gps only interferes minorly
105246,S003346.8+340241,003346.8+340241,wapp.20161121.a3064.0015,wapp.20161109.a3064.0012,""" """,2,n,4,8.03961,0,H3,0.686323,0,0,0,0,0,0,Y,
104518,S003642.3+360729,003642.3+360729,wapp.20151130.a2982.0014,""" """,""" """,1,d,2,-9.38712,2,H3,1.24895,2P,103.63732,7.8786049,4898.2608,0.37038118,4.8027083,U,"Looks like a detection still, but noisy around it "
104518,S003642.3+360729,003642.3+360729,wapp.20151130.a2982.0014,""" """,""" """,1,n,1,-2.36976,1,H3,1.10617,0,0,0,0,0,0,Y,
104518,S003642.3+360729,003642.3+360729,wapp.20151130.a2982.0014,""" """,""" """,1,n,3,-8.59717,1,H3,1.23868,0,0,0,0,0,0,Y,
104518,S003642.3+360729,003642.3+360729,wapp.20151130.a2982.0014,""" """,""" """,1,n,4,-9.88453,2,H3,1.20668,0,0,0,0,0,0,Y,
116195,S010138.6+344716,010138.6+344716,wapp.20161121.a3064.0017,wapp.20161012.a3064.0019,""" """,2,d,3,-19.1309,0,H3,0.715996,2P,57.237959,5.6743629,11331.895,0.32295427,9.9736409,Y,
116195,S010138.6+344716,010138.6+344716,wapp.20161121.a3064.0017,wapp.20161012.a3064.0019,""" """,2,n,1,-11.8742,1,H3,0.608602,0,0,0,0,0,0,Y,
116195,S010138.6+344716,010138.6+344716,wapp.20161121.a3064.0017,wapp.20161012.a3064.0019,""" """,2,n,2,-15.5528,1,H3,0.687822,0,0,0,0,0,0,Y,"minor effect of gps in first wappfile and second, very noisy "
116195,S010138.6+344716,010138.6+344716,wapp.20161121.a3064.0017,wapp.20161012.a3064.0019,""" """,2,n,4,-15.7653,1,H3,0.605529,0,0,0,0,0,0,Y,
115123,S010406.3+342510,01046.3+342510,wapp.20161013.a3064.0000,""" """,""" """,1,n,3,-12.9243,1,H3,1.07769,0,0,0,0,0,0,U,You can possibly measure it but it is a bit too noisy
115123,S010406.3+342510,01046.3+342510,wapp.20161013.a3064.0000,""" """,""" """,1,n,2,-8.07315,1,H3,1.0729,0,0,0,0,0,,U,could have been a detection but impossible to measure
115123,S010406.3+342510,01046.3+342510,wapp.20161013.a3064.0000,""" """,""" """,1,n,1,-8.25438,0,H3,1.09688,0,0,0,0,0,0,Y,
115123,S010406.3+342510,01046.3+342510,wapp.20161013.a3064.0000,""" """,""" """,1,n,4,-8.43727,4,H3,1.10652,0,0,0,0,0,0,Y,
115363,S010525.6+342216,010525.6+342216,wapp.20151128.a2982.0013,wapp.20151124.a2982.0014,wapp.20151107.a2982.0020,3,d,2,3.01563,0,H3,0.573774,2P,92.25311,8.8087333,4852.8843,0.27637718,8.268189,Y,"Wappfile 2 does not match, this only includes two correct files, S234328.6+335909 is incorrect, a bit loud around the 8000 km/s mark"
115363,S010525.6+342216,010525.6+342216,wapp.20151128.a2982.0013,wapp.20151124.a2982.0014,wapp.20151107.a2982.0020,3,n,1,-0.510584,1,H3,0.591588,0,0,0,0,0,0,Y,this is one of the only ones in which I have seen the milky way in the off direction 
115363,S010525.6+342216,010525.6+342216,wapp.20151128.a2982.0013,wapp.20151124.a2982.0014,wapp.20151107.a2982.0020,3,n,3,0.577633,1,H3,0.630362,0,0,0,0,0,0,Y,very noisy
115363,S010525.6+342216,010525.6+342216,wapp.20151128.a2982.0013,wapp.20151124.a2982.0014,wapp.20151107.a2982.0020,3,n,4,-2.15961,2,H3,0.683617,0,0,0,0,0,0,Y,
115367,S010550.5+344015,010550.5+344015,wapp.20151025.a2982.0024,""" """,""" """,1,n,3,-7.04887,3,H3,1.14276,0,0,0,0,0,0,U,"pretty noisy, impossible to tell if there is a singal around 10400 km/s in the on or one around 8600 in the off"
115367,S010550.5+344015,010550.5+344015,wapp.20151025.a2982.0024,""" """,""" """,1,n,1,-8.8624,2,H3,1.0635,0,0,0,0,0,0,Y,
115367,S010550.5+344015,010550.5+344015,wapp.20151025.a2982.0024,""" """,""" """,1,n,2,-11.214,1,H3,1.1301,0,0,0,0,0,0,U,it could have a signal and I oculd have been wrong about board 3 having one
115367,S010550.5+344015,010550.5+344015,wapp.20151025.a2982.0024,""" """,""" """,1,n,4,-6.44311,0,H3,1.02926,0,0,0,0,0,0,Y,
115124,S010720.0+344056,010720.0+344056,wapp.20161023.a3064.0016,""" """,""" """,1,n,1,7.88357,3,H3,1.37766,0,0,0,0,0,0,Y,very choppy
115124,S010720.0+344056,010720.0+344056,wapp.20161023.a3064.0016,""" """,""" """,1,n,2,7.1839,3,H3,1.46855,0,0,0,0,0,0,U,could have has signifcant data but it was much too choppy to tell
115124,S010720.0+344056,010720.0+344056,wapp.20161023.a3064.0016,""" """,""" """,1,n,3,3.80142,1,H3,1.38989,0,0,0,0,0,0,U,choppy again and ^ same
115124,S010720.0+344056,010720.0+344056,wapp.20161023.a3064.0016,""" """,""" """,1,n,4,-7.58274,3,H3,1.8541,0,0,0,0,0,0,N,
115374,S010909.5+345655,01099.5+345655,wapp.20151025.a2982.0025,""" """,""" """,1,d,3,-1.645,1,H3,1.20686,2P,175.2196,6.497991,10316.309,0.64771481,6.8028425,Y,Some of the signal was unclear
115374,S010909.5+345655,01099.5+345655,wapp.20151025.a2982.0025,""" """,""" """,1,n,1,1.99403,3,H3,1.13604,0,0,0,0,0,0,Y,
115374,S010909.5+345655,01099.5+345655,wapp.20151025.a2982.0025,""" """,""" """,1,n,2,0.0988759,0,H3,1.11973,0,0,0,0,0,0,Y,
115374,S010909.5+345655,01099.5+345655,wapp.20151025.a2982.0025,""" """,""" """,1,n,4,4.88674,3,H3,1.19119,0,0,0,0,0,0,Y,
115378,S010939.1+352304,010939.1+352304,wapp.20151128.a2982.0014,wapp.20151124.a2982.0015,""" """,2,n,2,1.41144,0,H3,0.791486,0,0,0,0,0,0,N,very noisy
115378,S010939.1+352304,010939.1+352304,wapp.20151128.a2982.0014,wapp.20151124.a2982.0015,""" """,2,n,1,4.25935,1,H3,0.707179,0,0,0,0,0,0,Y,
115378,S010939.1+352304,010939.1+352304,wapp.20151128.a2982.0014,wapp.20151124.a2982.0015,""" """,2,n,3,3.4208,2,H3,0.889116,0,0,0,0,0,0,Y,"take gps out of the first wappfile, very curvy"
115378,S010939.1+352304,010939.1+352304,wapp.20151128.a2982.0014,wapp.20151124.a2982.0015,""" """,2,n,4,1.96098,2,H3,0.808124,0,0,0,0,0,0,Y,
116208,S011112.4+344157,011112.4+344157,wapp.20161115.a3064.0017,wapp.20161023.a3064.0017,""" """,2,d,2,11.8875,0,H3,0.631001,2P,49.683822,4.2569547,4933.7656,0.25895033,9.5987506,Y,"take gps out of the first and second, the second wappfile is much more erratic than the first one "
116208,S011112.4+344157,011112.4+344157,wapp.20161115.a3064.0017,wapp.20161023.a3064.0017,""" """,2,n,1,12.6957,2,H3,0.741992,0,0,0,0,0,0,Y,
116208,S011112.4+344157,011112.4+344157,wapp.20161115.a3064.0017,wapp.20161023.a3064.0017,""" """,2,n,3,10.5671,1,H3,0.84037,0,0,0,0,0,0,Y,take gps out of the 1st wappfile and 2nd one
116208,S011112.4+344157,011112.4+344157,wapp.20161115.a3064.0017,wapp.20161023.a3064.0017,""" """,2,n,4,12.9724,0,H3,0.851147,0,0,0,0,0,0,Y,
116265,S011129.3+335114,011129.3+335114,wapp.20161110.a3064.0019,""" """,""" """,1,n,1,-5.12013,2,H3,1.00138,0,0,0,0,0,0,Y,0
116265,S011129.3+335114,011129.3+335114,wapp.20161110.a3064.0019,""" """,""" """,1,n,2,-5.5431,1,H3,1.11542,0,0,0,0,0,0,Y,very choppy
116265,S011129.3+335114,011129.3+335114,wapp.20161110.a3064.0019,""" """,""" """,1,n,3,-6.95291,1,H3,1.17351,0,0,0,0,0,0,Y, very choppy again
116265,S011129.3+335114,011129.3+335114,wapp.20161110.a3064.0019,""" """,""" """,1,n,4,-11.202,2,H3,1.2113,0,0,0,0,0,0,Y,
115126,S011256.0+345922,011256.0+345922,wapp.20151118.a2982.0015,""" """,""" """,1,d,3,-4.92386,0,H3,1.07735,2P,128.74019,5.9093323,9266.7023,0.50334737,6.8883818,Y,
115126,S011256.0+345922,011256.0+345922,wapp.20151118.a2982.0015,""" """,""" """,1,n,1,-4.49196,3,H3,1.05605,0,0,0,0,0,0,Y,
115126,S011256.0+345922,011256.0+345922,wapp.20151118.a2982.0015,""" """,""" """,1,n,2,-6.95627,1,H3,0.995897,0,0,0,0,0,0,Y,
115126,S011256.0+345922,011256.0+345922,wapp.20151118.a2982.0015,""" """,""" """,1,n,4,-3.67252,5,H3,1.04528,0,0,0,0,0,0,Y,
115570,S011631.7+341052,011631.7+341052,wapp.20151127.a2982.0017,""" """,""" """,1,d,3,-5.25162,1,H3,0.988929,2P,268.90389,6.970281,9038.6474,0.69548551,7.1744835,Y,"noisy, but clear 2 horned profile"
115570,S011631.7+341052,011631.7+341052,wapp.20151127.a2982.0017,""" """,""" """,1,n,1,-3.21226,2,H3,0.947308,0,0,0,0,0,0,Y,
115570,S011631.7+341052,011631.7+341052,wapp.20151127.a2982.0017,""" """,""" """,1,n,2,-5.00819,2,H3,1.00853,0,0,0,0,0,0,Y,"this is extremely noisy, if you ever wanted to measure anything you would have to smooth it out"
115570,S011631.7+341052,011631.7+341052,wapp.20151127.a2982.0017,""" """,""" """,1,n,4,0.106173,4,H3,1.01037,0,0,0,0,0,0,Y,
115571,S011810.3+342246,011810.3+342246,wapp.20151126.a2982.0017,""" """,""" """,1,d,2,-7.80471,1,H3,1.01309,2P,126.6542,3.0389123,4918.7515,0.69976142,10.118865,Y,very clear detection 
115571,S011810.3+342246,011810.3+342246,wapp.20151126.a2982.0017,""" """,""" """,1,n,1,-7.15237,1,H3,1.05436,0,0,0,0,0,0,Y,
115571,S011810.3+342246,011810.3+342246,wapp.20151126.a2982.0017,""" """,""" """,1,n,3,-9.77871,1,H3,1.05058,0,0,0,0,0,0,Y,
115571,S011810.3+342246,011810.3+342246,wapp.20151126.a2982.0017,""" """,""" """,1,n,4,-10.3705,0,H3,1.04843,0,0,0,0,0,0,Y,
115895,S011844.0+335210,011844.0+335210,wapp.20151128.a2982.0018,""" """,""" """,1,n,1,-2.52021,1,H3,0.953273,0,0,0,0,0,0,Y,0
115895,S011844.0+335210,011844.0+335210,wapp.20151128.a2982.0018,""" """,""" """,1,n,2,-3.36729,0,H3,1.00566,0,0,0,0,0,0,Y,
115895,S011844.0+335210,011844.0+335210,wapp.20151128.a2982.0018,""" """,""" """,1,n,3,0.79931,1,H3,0.932305,0,0,0,0,0,0,Y,
115895,S011844.0+335210,011844.0+335210,wapp.20151128.a2982.0018,""" """,""" """,1,n,4,-3.94301,3,H3,1.00887,0,0,0,0,0,0,Y,
115410,S011900.9+344031,01190.9+344031,wapp.20161124.a3064.0017,wapp.20151107.a2982.0021,""" """,2,d,2,1.83072,0,H3,0.730716,2P,112.0627,4.3655132,3904.1998,0.35596348,8.0350341,U,"Could this have been some known RFI that interferes with data, still noisy"
115410,S011900.9+344031,01190.9+344031,wapp.20161124.a3064.0017,wapp.20151107.a2982.0021,""" """,2,n,1,1.33315,2,H3,0.8477,0,0,0,0,0,0,Y,
115410,S011900.9+344031,01190.9+344031,wapp.20161124.a3064.0017,wapp.20151107.a2982.0021,""" """,2,n,3,-2.15435,1,H3,0.76758,0,0,0,0,0,0,Y,
115410,S011900.9+344031,01190.9+344031,wapp.20161124.a3064.0017,wapp.20151107.a2982.0021,""" """,2,n,4,-1.86988,1,H3,0.780388,0,0,0,0,0,0,Y,
115572,S011928.0+353818,011928.0+353818,wapp.20151127.a2982.0018,""" """,""" """,1,d,2,-9.65881,2,H3,1.14808,2P,83.37198,13.435302,4796.5098,0.27957112,4.3969357,U,"The right edge was hard to fit because it did not include everything, GPS has a minimal effect on the spectra, plus pretty noisy"
115572,S011928.0+353818,011928.0+353818,wapp.20151127.a2982.0018,""" """,""" """,1,n,1,-8.44012,1,H3,1.05127,0,0,0,0,0,0,Y,
115572,S011928.0+353818,011928.0+353818,wapp.20151127.a2982.0018,""" """,""" """,1,n,3,-13.9597,0,H3,1.11836,0,0,0,0,0,0,Y,"gps taken out, super noisy especially around 1.1*10^4 km/s"
115572,S011928.0+353818,011928.0+353818,wapp.20151127.a2982.0018,""" """,""" """,1,n,4,-9.2289,0,H3,1.17356,0,0,0,0,0,0,Y,
115798,S012051.8+345217,012051.8+345217,wapp.20151118.a2982.0016,""" """,""" """,1,n,1,-7.10034,1,H3,1.01623,0,0,0,0,0,0,Y,0
115798,S012051.8+345217,012051.8+345217,wapp.20151118.a2982.0016,""" """,""" """,1,n,2,-9.28666,2,H3,1.10007,0,0,0,0,0,0,Y,noisy
115798,S012051.8+345217,012051.8+345217,wapp.20151118.a2982.0016,""" """,""" """,1,n,3,-6.97157,0,H3,1.01163,0,0,0,0,0,0,Y,
115798,S012051.8+345217,012051.8+345217,wapp.20151118.a2982.0016,""" """,""" """,1,n,4,-1.58744,1,H3,1.03914,0,0,0,0,0,0,Y,
879,S012059.8+341455,012059.8+341455,wapp.20161024.a3064.0024,""" """,""" """,1,n,2,0.57582,1,H3,1.0958,2P,0,0,0,0,0,N,"Could not fit the left edge correctly because of poor data quality, no real two horned profile but some sort of spike "
879,S012059.8+341455,012059.8+341455,wapp.20161024.a3064.0024,""" """,""" """,1,n,1,-2.96505,1,H3,1.02981,0,0,0,0,0,0,Y,
879,S012059.8+341455,012059.8+341455,wapp.20161024.a3064.0024,""" """,""" """,1,n,3,-6.03292,1,H3,1.14675,0,0,0,0,0,0,Y,
879,S012059.8+341455,012059.8+341455,wapp.20161024.a3064.0024,""" """,""" """,1,n,4,-2.091,2,H3,1.07107,0,0,0,0,0,0,Y,
115799,S012113.9+340055,012113.9+340055,wapp.20151025.a2982.0026,""" """,""" """,1,d,3,-5.11799,1,H3,1.19111,2P,49.99202,7.52023,9761.9361,0.15014422,2.9823558,N,"very poor fit, multiple parts of the spectrum could be considered a detection"
115799,S012113.9+340055,012113.9+340055,wapp.20151025.a2982.0026,""" """,""" """,1,n,1,-4.66437,1,H3,1.15468,0,0,0,0,0,0,Y,
115799,S012113.9+340055,012113.9+340055,wapp.20151025.a2982.0026,""" """,""" """,1,n,2,-6.00634,0,H3,1.20692,0,0,0,0,0,0,Y,
115799,S012113.9+340055,012113.9+340055,wapp.20151025.a2982.0026,""" """,""" """,1,n,4,-1.71007,3,H3,1.14375,0,0,0,0,0,0,Y,
115420,S012248.4+343519,012248.4+343519,wapp.20151115.a2982.0016,wapp.20151025.a2982.0027,""" """,2,n,2,-3.70217,0,H3,0.864872,,,,,,,U,"way too much noise that looks like 2 horned fit, simialr spike close to 7000 km/s again"
115420,S012248.4+343519,012248.4+343519,wapp.20151115.a2982.0016,wapp.20151025.a2982.0027,""" """,2,n,1,0.608651,0,H3,0.704033,0,0,0,0,0,0,Y,
115420,S012248.4+343519,012248.4+343519,wapp.20151115.a2982.0016,wapp.20151025.a2982.0027,""" """,2,n,3,-4.86951,2,H3,0.779747,0,0,0,0,0,0,Y,very choppy
115420,S012248.4+343519,012248.4+343519,wapp.20151115.a2982.0016,wapp.20151025.a2982.0027,""" """,2,n,4,-2.59179,2,H3,0.86828,0,0,0,0,0,0,Y,
110268,S012248.7+335806,012248.7+335806,wapp.20151127.a2982.0019,""" """,""" """,1,d,2,-1.56876,1,H3,0.978868,2P,292.99402,7.6013271,5516.0413,0.87789777,8.6383176,Y,"huge w50, some spike in the off as well by 6800 km/s"
110268,S012248.7+335806,012248.7+335806,wapp.20151127.a2982.0019,""" """,""" """,1,n,1,-0.848066,1,H3,0.969721,0,0,0,0,0,0,U,i did not use the reccomended fit for the baseline which was 2nd order
110268,S012248.7+335806,012248.7+335806,wapp.20151127.a2982.0019,""" """,""" """,1,n,3,-3.61239,1,H3,0.984896,0,0,0,0,0,0,Y,
110268,S012248.7+335806,012248.7+335806,wapp.20151127.a2982.0019,""" """,""" """,1,n,4,-6.1209,0,H3,1.08016,0,0,0,0,0,0,Y,
115578,S012424.5+340239,012424.5+340239,wapp.20151127.a2982.0020,""" """,""" """,1,d,2,-4.98256,1,H3,1.00862,2P,166.39299,5.0518528,5810.6186,0.57926877,7.3404323,Y,"GPS has a small effect on this spectra and makes it look steeper, clear profile, similar spike at 6800 km/s in the off as one above "
115578,S012424.5+340239,012424.5+340239,wapp.20151127.a2982.0020,""" """,""" """,1,n,1,-7.07074,2,H3,0.964239,0,0,0,0,0,0,Y,
115578,S012424.5+340239,012424.5+340239,wapp.20151127.a2982.0020,""" """,""" """,1,n,3,-9.67578,1,H3,1.08727,0,0,0,0,0,0,Y,gps taken out
115578,S012424.5+340239,012424.5+340239,wapp.20151127.a2982.0020,""" """,""" """,1,n,4,-6.69956,3,H3,1.15605,0,0,0,0,0,0,Y,
116272,S012705.7+343526,01275.7+343526,wapp.20161029.a3064.0025,""" """,""" """,1,d?,2,-3.09202,1,H3,1.13978,0,0,0,0,0,0,N,"there was a detection in the off direction, so it does not work when you try to use lbwmeasure "
116272,S012705.7+343526,01275.7+343526,wapp.20161029.a3064.0025,""" """,""" """,1,n,1,-1.36275,2,H3,1.04544,0,0,0,0,0,0,Y,
116272,S012705.7+343526,01275.7+343526,wapp.20161029.a3064.0025,""" """,""" """,1,n,3,-2.21699,1,H3,1.31349,0,0,0,0,0,0,Y,took out the gps 
116272,S012705.7+343526,01275.7+343526,wapp.20161029.a3064.0025,""" """,""" """,1,n,4,-3.66443,2,H3,1.15868,0,0,0,0,0,0,Y,
115462,S012815.7+340749,012815.7+340749,wapp.20151126.a2982.0019,wapp.20151126.a2982.0018,wapp.20151118.a2982.0017,3,n,2,-5.48348,0,H3,0.477856,0,0,0,0,0,0,U,"could be not as wide as recorded cue to trouble fitting it, very poor rms!! too much noise"
115462,S012815.7+340749,012815.7+340749,wapp.20151126.a2982.0019,wapp.20151126.a2982.0018,wapp.20151118.a2982.0017,3,n,1,-4.49049,1,H3,0.508867,0,0,0,0,0,0,Y,
115462,S012815.7+340749,012815.7+340749,wapp.20151126.a2982.0019,wapp.20151126.a2982.0018,wapp.20151118.a2982.0017,3,n,3,-5.83674,1,H3,0.605148,0,0,0,0,0,0,Y,"take the gps out of the second wappfile, very noisy"
115462,S012815.7+340749,012815.7+340749,wapp.20151126.a2982.0019,wapp.20151126.a2982.0018,wapp.20151118.a2982.0017,3,n,4,-5.03442,1,H3,0.554704,0,0,0,0,0,0,Y,
115470,S013102.0+340928,01312.0+340928,wapp.20151128.a2982.0019,""" """,""" """,1,d,2,-6.63391,1,H3,1.07714,2P,136.58845,4.7827993,4681.3755,0.59141462,7.7455269,Y,"very clear, i did it a second time because of the effect of the gps, and i discovered the gps had very little effect on the measurements"
115470,S013102.0+340928,01312.0+340928,wapp.20151128.a2982.0019,""" """,""" """,1,n,1,-3.12226,0,H3,0.996025,0,0,0,0,0,0,Y,
115470,S013102.0+340928,01312.0+340928,wapp.20151128.a2982.0019,""" """,""" """,1,n,3,-3.23502,0,H3,1.1319,0,0,0,0,0,0,Y,took out gps
115470,S013102.0+340928,01312.0+340928,wapp.20151128.a2982.0019,""" """,""" """,1,n,4,-1.6713,0,H3,1.19134,0,0,0,0,0,0,Y,"most board 4s look the same, this one looks a little different, taking away the gps still makes it look different "
115574,S013515.9+345651,013515.9+345651,wapp.20151128.a2982.0020,""" """,""" """,1,d,2,-3.24258,1,H3,1.08446,2P,83.623094,5.4421167,4032.9893,0.50627539,8.4168451,Y,very clear 2 horned profile 
115574,S013515.9+345651,013515.9+345651,wapp.20151128.a2982.0020,""" """,""" """,1,n,1,-6.188706,2,H3,0.996225,0,0,0,0,0,0,Y,
115574,S013515.9+345651,013515.9+345651,wapp.20151128.a2982.0020,""" """,""" """,1,n,3,-5.94665,1,H3,1.07166,0,0,0,0,0,0,Y,
115574,S013515.9+345651,013515.9+345651,wapp.20151128.a2982.0020,""" """,""" """,1,n,4,-4.19981,4,H3,1.06844,0,0,0,0,0,0,Y,looks different a little
115579,S014316.9+352803,014316.9+352803,wapp.20151126.a2982.0020,""" """,""" """,1,d,2,-10.798,1,H3,1.07041,2P,119.22062,3.6944564,5055.0468,0.62384088,8.8000516,U,"it looks as if there may be 2 signals, one in the one and a wider one in the off, of course I did the one in the on"
115579,S014316.9+352803,014316.9+352803,wapp.20151126.a2982.0020,""" """,""" """,1,n,1,-6.95387,1,H3,1.02541,0,0,0,0,0,0,Y,
115579,S014316.9+352803,014316.9+352803,wapp.20151126.a2982.0020,""" """,""" """,1,n,3,-12.8292,0,H3,1.20676,0,0,0,0,0,0,Y,
115579,S014316.9+352803,014316.9+352803,wapp.20151126.a2982.0020,""" """,""" """,1,n,4,-12.3283,1,H3,1.17218,0,0,0,0,0,0,Y,
115580,S014600.2+345235,01460.2+345235,wapp.20151126.a2982.0021,""" """,""" """,1,d,2,-8.79052,1,H3,0.97155,2P,94.582566,4.8681456,4690.7334,0.43239664,7.5448118,Y,"good detection, but what is going on in the off at 5200 km/s"
115580,S014600.2+345235,01460.2+345235,wapp.20151126.a2982.0021,""" """,""" """,1,n,1,-6.33169,1,H3,1.04547,0,0,0,0,0,0,Y,
115580,S014600.2+345235,01460.2+345235,wapp.20151126.a2982.0021,""" """,""" """,1,n,3,-5.21191,0,H3,1.01529,0,0,0,0,0,0,Y,
115580,S014600.2+345235,01460.2+345235,wapp.20151126.a2982.0021,""" """,""" """,1,n,4,-10.0857,1,H3,1.0728,0,0,0,0,0,0,Y,
115877,S015203.6+335950,01523.6+335950,wapp.20151128.a2982.0021,""" """,""" """,1,n,1,2.71931,1,H3,0.989588,0,0,0,0,0,0,0,
115877,S015203.6+335950,01523.6+335950,wapp.20151128.a2982.0021,""" """,""" """,1,d?,2,-1.3257,2,H3,0.993628,0,0,0,0,0,0,Y,"There is definitely a detection but it is in the off direction so I cannot measure it, i am guessing it is about 4600 km/s"
115877,S015203.6+335950,01523.6+335950,wapp.20151128.a2982.0021,""" """,""" """,1,n,3,0.606669,1,H3,1.00558,0,0,0,0,0,0,Y,i changed the order from 0 to 1
115877,S015203.6+335950,01523.6+335950,wapp.20151128.a2982.0021,""" """,""" """,1,n,4,-1.42877,3,H3,1.01058,0,0,0,0,0,0,Y,
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,n,1,3.67405,2,H3,0.633011,0,0,0,0,0,0,Y,
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,d?,2,3.20438,1,H3,0.732639,0,0,0,0,0,0,Y,"took out gps, and there is a detection but I cannot measure it because he is the off direction again, i am guessing it is about 4600 km/s again, coincidnece to the one above?? "
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,n,3,3.77332,1,H3,0.754886,0,0,0,0,0,0,Y,took out gps 
115876,S015203.8+340213,01523.8+340213,wapp.20151128.a2982.0022,wapp.20151124.a2982.0021,""" """,2,n,4,2.4281,3,H3,0.786396,0,0,0,0,0,0,Y,
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,d,2,-16.2901,1,H3,1.17626,2P,131.93829,8.1313961,6727.5419,0.50473603,6.1590004,U,very choopy/noisy but still a signal to be easily seen
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,n,1,-11.6923,1,H3,1.14799,0,0,0,0,0,0,U,it looks like there could almost be a detection in the off direction when looking at board one around 600 km/s
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,n,3,-13.2622,1,H3,1.22155,0,0,0,0,0,0,Y,
124883,S021924.5+360049,021924.5+360049,wapp.20151128.a2982.0023,""" """,""" """,1,n,4,17.4305,0,H3,1.15625,0,0,0,0,0,0,Y,weird looking 
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,d,2,-14.7402,0,H3,0.698658,2P,78.983465,9.8609179,3309.9483,0.20415821,5.4208543,U,hard to get a good rms. top of the detection gets a little cut off
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,n,1,-10.1799,2,H3,0.622752,0,0,0,0,0,0,Y,
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,n,3,-12.9168,1,H3,0.622783,0,0,0,0,0,0,Y,
124887,S022935.1+341344,022935.1+341344,wapp.20161124.a3064.0023,wapp.20151127.a2982.0025,""" """,2,n,4,-12.6472,3,H3,0.715936,0,0,0,0,0,0,Y,
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,d,2,-1.31973,0,H3,1.15288,2P,134.96689,12.843107,5094.0059,0.44701077,5.5024104,U,a lot of noise but still noticeable detection
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,n,1,-1.4189,2,H3,1.05103,0,0,0,0,0,0,Y,
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,n,3,-4.69278,1,H3,1.09193,0,0,0,0,0,0,Y,
124897,S023825.4+355139,023825.4+355139,wapp.20151128.a2982.0024,""" """,""" """,1,n,4,-9.32151,2,H3,1.18469,0,0,0,0,0,0,Y,
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,1,-12.3999,3,H3,1.0131,0,0,0,0,0,0,Y,
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,2,-17.2128,0,H3,1.47304,0,0,0,0,0,0,Y,took out the gps interference
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,3,-17.5101,3,H3,1.36682,0,0,0,0,0,0,Y,took out the gps interference again
124610,S024619.6+335513,024619.6+335513,wapp.20161012.a3064.0008,""" """,""" """,1,n,4,-16.9441,2,H3,1.11167,0,0,0,0,0,0,Y,
