AGCnr,radeg,decdeg,a,b,zmag,vopt,hiflux,rms,v21,width,widtherr,snr,hisrc,vhelagc, rawrap
100071,2.689167,27.86861,0.6,0.3,15.7,7443,0,0,0,0,0,0,0,7443,2.689167
100,2.695833,33.352497,1.6,0.7,13.5,4770,9.22,2.8,4769,382,3,37.8,75,4769,2.695833
102564,2.705,26.433611,0.7,0.5,16,0,2.67,2.4,11720,313,3,13.8,75,11720,2.705
101,2.7375,25.559999,1.4,0.6,15.4,10231,3.97,1.9,10230,471,25,19.4,75,10230,2.7375
103974,2.750833,21.437777,0.4,0.12,18.2,0,0.99,2.6,7944,129,30,7.5,75,7944,2.750833
103309,2.751667,22.40361,0.45,0.3,16.2,0,1.57,2.3,1766,183,4,11.4,75,1766,2.751667
104531,2.753333,35.8475,0.5,0.25,17,0,1.45,2,14234,296,4,9.1,75,14234,2.753333
102,2.754583,30.051943,1.6,1.3,14.8,6791,1.75,2.2,6788,361,4,9.2,75,6788,2.754583
103976,2.765833,21.400555,0.4,0.12,17.5,0,1.16,2.5,12520,222,52,7,75,12520,2.765833
104684,2.772917,20.444443,0.2,0.16,18,0,0.73,2.3,6220,63,9,8.7,75,6220,2.772917
103310,2.7775,23.970835,0.5,0.12,16,0,0.87,2.3,7645,169,7,6.6,75,7645,2.7775
102748,2.792917,29.910278,0.6,0.2,16.5,11992,1.13,2.3,12998,290,51,6.6,75,12998,2.792917
105507,2.793333,24.703611,0.15,0.1,17.8,14890,0,0,0,0,0,0,0,14890,2.793333
100073,2.79625,29.083889,0.75,0.25,15.7,0,1.72,2.5,8120,246,8,9.6,75,8120,2.79625
102629,2.79875,24.705,0.6,0.3,16.5,0,2.15,3.2,14827,441,74,6.9,75,14827,2.79875
102950,2.803333,28.292778,0.25,0.2,16.2,0,0,0,7600,0,0,0,78,7600,2.803333
105,2.809583,28.906389,1.2,1.1,15.1,8046,1.97,2.5,8055,250,22,10.9,75,8055,2.809583
102565,2.822083,26.900555,0.25,0.1,16,0,1.17,2.1,11804,286,7,7.4,75,11804,2.822083
104327,2.822917,35.529167,0.2,0.14,18,0,0.52,1.8,5008,48,8,9.2,75,5008,2.822917
102840,2.825834,29.976112,0.12,0.1,18,0,0.59,1.4,4713,93,7,9.7,78,4713,2.825834
105510,2.838333,28.648611,0.4,0.15,17.2,8233,0,0,0,0,0,0,0,8233,2.838333
102903,2.850417,29.271389,0.3,0.3,16.5,0,0.61,2.2,7877,49,19,8.7,75,7877,2.850417
101105,2.865834,27.790277,0.7,0.2,16,0,1.85,2.4,7394,308,6,10,75,7394,2.865834
103977,2.87125,21.430555,0.5,0.35,17.8,7931,3.05,2.5,7918,170,3,21,75,7918,2.87125
104685,2.8725,21.805555,0.5,0.22,17,0,1.35,2.3,4364,132,8,11.5,75,4364,2.8725
104328,2.88,28.91,0.5,0.18,17.2,0,0,0,7900,0,0,0,78,7900,2.88
103312,2.89,22.025833,0.6,0.45,16,0,2.43,2.2,7579,34,6,41.2,75,7579,2.89
102682,2.905417,25.559444,0.3,0.3,17,0,0.81,1.9,10474,175,7,7.3,75,10474,2.905417
102749,2.905833,30.290833,0.45,0.35,17,0,0.84,2.1,4612,119,5,8,75,4612,2.905833
107,2.90875,27.947777,1.1,0.2,16,0,1.59,2.1,7437,389,7,8.5,75,7437,2.90875
100076,2.93,20.975555,0.6,0.6,15,13900,0,0.6,13900,0,0,0,52,13900,2.93
108,2.937917,28.49889,1,0.5,14.8,8042,0.92,2.6,7912,176,34,6,75,7912,2.937917
104532,2.955833,35.67778,0.25,0.2,17.8,0,0.51,1.8,4966,63,9,7.8,75,4966,2.955833
100077,2.964167,33.106667,0.45,0.2,15.4,14043,0,0,0,0,0,0,0,14043,2.964167
104687,2.977917,21.189722,0.4,0.25,17,0,0.96,2.5,7833,59,15,10.9,75,7833,2.977917
100078,2.982917,23.023333,0.6,0.4,15.7,0,3.21,2.6,7558,269,6,16.6,75,7558,2.982917
110,3.005417,26.393055,1.3,0.8,15.3,4510,3.3,2.1,4507,176,6,26.4,75,4507,3.005417
100079,3.025,24.988333,0.8,0.5,15.7,0,3.63,2.2,10753,335,37,19.8,75,10753,3.025
112,3.036667,41.753334,2,2,17,5029,3.66,5,5015,66,6,11.8,56,5015,3.036667
100080,3.03875,27.909721,0.6,0.25,15.3,7419,2.14,2.3,7396,327,12,11.5,75,7396,3.03875
102750,3.03875,30.268333,0.4,0.12,16.5,0,0.62,2.2,12935,58,14,7.9,75,12935,3.03875
100081,3.048333,29.319723,0.6,0.3,15.6,7728,1.84,2.5,7578,487,11,6.9,75,7578,3.048333
113,3.065417,22.321112,1.2,0.4,14.9,7629,4.34,2.3,7616,512,5,16.2,75,7616,3.065417
100083,3.065833,28.64889,0.7,0.2,16.5,7279,2.11,2.2,7160,200,3,15,75,7160,3.065833
100958,3.066667,29.142221,0,0,0,6672,0,0,0,0,0,0,0,6672,3.066667
102751,3.067917,31.753056,0.1,0.06,19,0,0.6,2.3,4790,39,5,8.9,75,4790,3.067917
101202,3.071667,29.871944,0.37,0.33,16.1,6921,0,0,0,0,0,0,0,6921,3.071667
114,3.07875,31.060833,1.2,1.1,14.4,4862,3.71,2.5,4856,182,3,24.7,75,4856,3.07875
102752,3.10375,32.078331,0.5,0.4,16,0,2.22,2.3,6572,217,6,14.9,75,6572,3.10375
103313,3.105,22.459167,0.5,0.45,18,0,0.65,2.4,6095,40,4,9.3,75,6095,3.105
101203,3.117083,29.544443,0.69,0.15,16.2,6862,0.7,1.8,6872,166,18,6.8,75,6872,3.117083
103314,3.135833,23.726112,0.4,0.2,16,0,1.25,2.6,11862,169,5,8.1,75,11862,3.135833
101228,3.158333,30.103334,0.5,0.35,16,6791,0.78,2.3,6815,174,10,5.8,75,6815,3.158333
104272,3.18,20.891388,0.4,0.3,17,0,3.3,2.4,1962,114,6,28.4,75,1962,3.18
101845,3.18625,29.371666,0.3,0.2,16.5,10419,1.17,2.5,10414,183,15,7.8,75,10414,3.18625
100086,3.2,22.023333,0.8,0.55,14.6,5863,1.67,2.3,5974,331,4,8.9,75,5974,3.2
102904,3.204167,28.805555,0.3,0.2,17.5,0,2.14,2.3,7569,198,12,14.6,75,7569,3.204167
117,3.226667,33.360832,1.7,1.2,15.2,4756,7.16,2.9,4759,213,3,38.1,75,4759,3.226667
104334,3.229167,29.16361,0.4,0.35,18,0,0,0,6800,0,0,0,78,6800,3.229167
118,3.234583,22.100279,1.1,0.6,15,5981,0,0,0,0,0,0,0,5981,3.234583
120,3.253333,30.914999,1.4,1.3,13.9,4785,0,0.7,5000,0,0,0,52,4785,3.253333
121,3.25375,39.245834,1.2,0.7,15.4,10522,0,0,0,0,0,0,0,10522,3.25375
103316,3.25375,22.104445,0.6,0.45,18,0,1.73,2.5,6478,197,6,11.1,75,6478,3.25375
104688,3.2875,21.830557,0.4,0.25,16.8,0,1.01,2.5,4341,205,34,6.3,75,4341,3.2875
101830,3.294583,29.902222,0.4,0.3,18,0,0.44,2.1,6976,176,20,3.5,75,6976,3.294583
103137,3.302083,31.145834,0,0,0,14465,0,0,0,0,0,0,0,14465,3.302083
102630,3.3025,25.603889,0.5,0.35,18,0,0.81,1.8,6238,96,16,10.4,75,6238,3.3025
102631,3.306667,24.820557,0.5,0.4,17,0,0,0,11500,0,0,0,78,11500,3.306667
102632,3.31625,24.254444,0.3,0.2,17.3,0,1.28,2.3,6684,187,12,9.2,75,6684,3.31625
104580,3.317917,33.072777,0.5,0.4,17,0,1.16,2.7,4740,154,6,7.7,75,4740,3.317917
102952,3.33,29.34889,0.4,0.3,18,0,0,0,7000,0,0,0,78,7000,3.33
124,3.349167,28.368889,1.1,0.2,15.5,7337,0,0,0,0,0,0,0,7337,3.349167
104338,3.36,27.442778,0.25,0.15,18.5,0,0,0,11800,0,0,0,78,11800,3.36
100872,3.425417,48.695278,0.7,0.4,15.1,5194,0,0,0,0,0,0,0,5194,3.425417
100090,3.436666,30.195,0.75,0.3,14.7,7099,2.55,2.3,7134,442,6,11.1,75,7134,3.436666
125,3.439167,48.151112,1.1,0.4,15.2,5234,0,0,0,0,0,0,0,5234,3.439167
100761,3.45875,43.319721,1.51,0.17,0,0,0,0,16875,0,0,0,66,16875,3.45875
102905,3.46,29.354723,0.4,0.3,18,0,0.62,2.1,7399,32,4,11.1,75,7399,3.46
128,3.461667,35.993332,2.3,2,16.5,4533,11.63,1.8,4535,219,2,98.1,75,4535,3.461667
102753,3.469167,30.933611,0.4,0.15,16.5,0,1.01,2.2,5088,135,11,9,75,5088,3.469167
100093,3.482083,28.763334,0.9,0.7,15.7,6945,0.97,2.2,6947,80,12,11,75,6947,3.482083
127,3.485417,26.967501,1.8,0.8,16.5,4685,8.74,2.4,4683,198,1,58.4,75,4683,3.485417
130,3.4875,30.882778,0.45,0.35,14.2,4735,0,0,0,0,0,0,69,4735,3.4875
131,3.489167,48.15778,1.1,0.2,15.2,5188,0,0,0,0,0,0,0,5188,3.489167
102633,3.495,23.968611,0.9,0.3,16,6224,1.53,2.2,6181,151,17,12.9,75,6181,3.495
101204,3.507917,29.432499,0,0,0,7055,0,0,0,0,0,0,0,7055,3.507917
133,3.509167,48.234444,1.7,1,15,1776,18.2,0,1776,480,0,0,-1,1776,3.509167
103714,3.530417,26.610834,0.2,0.14,17,0,0.36,1.3,4378,236,15,15.8,78,4378,3.530417
102603,3.537083,26.592779,0.15,0.1,18,0,0.6,1.4,4442,96,34,9.8,78,4442,3.537083
100095,3.552917,28.545,0.55,0.5,15.3,7140,0,0,0,0,0,0,0,7140,3.552917
100096,3.553333,22.766666,0.8,0.5,15.6,6173,0,0,0,0,0,0,0,6173,3.553333
102312,3.55625,28.877501,0,0,0,7333,0,0,0,0,0,0,0,7333,3.55625
100097,3.571667,28.895834,0.68,0.4,16.6,0,1.2,2.2,7056,161,12,9.5,75,7056,3.571667
100751,3.58,48.14278,0.7,0.6,15.5,5106,0,0,0,0,0,0,0,5106,3.58
102548,3.591667,48.281387,0.4,0.3,17.2,5019,0,0,0,0,0,0,0,5019,3.591667
136,3.593333,48.246387,1,0.9,15.3,4747,0,0,0,0,0,0,0,4747,3.593333
100098,3.6125,28.513889,0.4,0.3,15.5,7231,0,0,0,0,0,0,0,7231,3.6125
101636,3.622083,31.320835,0.7,0.45,18.4,-102,0.96,2.2,7977,153,16,7.8,75,7977,3.622083
141,3.6425,28.450279,1.2,0.6,15.7,6814,0,0,0,0,0,0,0,6814,3.6425
138,3.645417,48.255554,1.4,1.3,14.6,5342,0,0,0,0,0,0,0,5342,3.645417
102906,3.6475,29.410278,0.35,0.35,17,0,0.85,2.2,5316,60,4,11.3,75,5316,3.6475
100101,3.728333,26.33139,0.6,0.5,14.8,7361,3.83,2.3,7358,146,3,30.2,75,7358,3.728333
102566,3.740417,26.263611,0.6,0.4,16,0,2.34,2.1,7384,87,2,27.1,75,7384,3.740417
100754,3.758333,34.808334,0.4,0.3,16.5,14321,0,0,0,0,0,0,0,14321,3.758333
100105,3.8,29.250555,0.5,0.3,17.7,6899,0.46,2.1,6894,80,11,5.4,75,6894,3.8
100106,3.806667,31.500834,0.65,0.65,15.6,6652,0,0,0,0,0,0,0,6652,3.806667
100107,3.81375,29.362778,0.65,0.65,15.7,7046,0,0,0,0,0,0,0,7046,3.81375
104273,3.837083,20.007223,0,0,0,0,0.52,2.2,2270,51,10,7.2,75,2270,3.837083
101205,3.841667,29.661667,0.5,0.11,17.1,6790,1.03,1.8,6771,287,7,7.7,75,6771,3.841667
100108,3.8425,24.468889,0.5,0.45,15.8,10201,0,0,0,0,0,0,0,10201,3.8425
100966,3.845,30.721111,0,0,0,14292,0,0,0,0,0,0,0,14292,3.845
102313,3.868333,30.723612,0,0,0,13890,0,0,0,0,0,0,0,13890,3.868333
100110,3.885417,28.655556,0.45,0.2,17.4,6682,0.97,2.1,6698,133,6,9,75,6698,3.885417
102245,3.9025,27.240557,0.7,0.7,16.6,0,2.8,2.1,7336,344,22,16.2,75,7336,3.9025
104533,3.920834,35.391392,0.4,0.3,17.2,0,1.14,2.5,14192,196,14,7.3,75,14192,3.920834
102567,3.9275,27.252777,0.25,0.2,16,0,1.26,2.2,7431,110,3,12.4,75,7431,3.9275
147,3.931666,29.666666,1.7,0.25,14.6,6710,0,0,0,0,0,0,0,6710,3.931666
146,3.932917,27.444166,1.2,0.6,15.4,7465,0,0,0,0,0,0,0,7465,3.932917
101206,3.960417,22.973612,0.2,0.15,17.7,6505,0,0,0,0,0,0,0,6505,3.960417
103042,3.965417,22.484446,0,0,0,5726,0,0,0,0,0,0,0,5726,3.965417
100116,3.98125,30.073612,0.3,0.3,15.7,6637,1.15,2.1,6709,289,68,7.1,75,6709,3.98125
103317,3.992917,23.550833,0.4,0.3,18,0,1.02,2.6,9981,157,6,7,75,9981,3.992917
102314,4.000834,30.049166,0.45,0.25,16.5,6798,0.88,2.1,6801,97,26,9.4,75,6801,4.000834
104689,4.003334,21.292778,0.4,0.3,17,0,0.8,2.3,7803,126,6,6.9,75,7803,4.003334
102634,4.00375,25.062222,0.6,0.15,17,0,0.87,1.9,10742,208,20,7.1,75,10742,4.00375
102635,4.050417,24.849167,0.6,0.55,16.5,0,1.1,2.1,9491,94,12,12,75,9491,4.050417
101689,4.054584,30.509445,0.2,0.1,18.2,7288,0.62,2.1,7281,82,6,7.1,75,7281,4.054584
100117,4.062084,21.4175,0.3,0.15,16.5,5760,0,0,0,0,0,0,0,5760,4.062084
103319,4.068334,23.179443,0.4,0.35,16.2,0,1,2.4,6392,80,7,10.3,75,6392,4.068334
100970,4.073334,45.135281,0,0,0,12910,0,0,0,0,0,0,0,12910,4.073334
104519,4.0775,36.035557,0.5,0.4,17,0,1.07,2,10517,127,14,10.5,75,10517,4.0775
101768,4.093333,22.616388,0.72,0.3,15.8,0,3.97,2.3,5788,250,3,24.1,75,5788,4.093333
100122,4.100417,28.976667,0.9,0.25,15.2,7329,0,0,0,0,0,0,0,7329,4.100417
100123,4.10375,30.373611,0.6,0.2,14.8,6340,0,0,0,0,0,0,0,6340,4.10375
101690,4.105417,30.479168,0.3,0.2,18,6904,1.84,2.3,6904,151,3,14.7,75,6904,4.105417
100124,4.1075,27.5725,0.5,0.3,17.1,0,1.04,2.2,4595,100,0,10.6,75,4595,4.1075
103321,4.107917,22.5725,0.4,0.3,16.5,0,0.62,2.5,10166,50,6,7.6,75,10166,4.107917
102754,4.11,31.636667,0.4,0.25,16.2,0,1.29,2,14208,350,58,7.5,75,14208,4.11
104590,4.114584,33.05611,0.4,0.2,17.5,0,0.56,2.7,4773,21,4,9.5,75,4773,4.114584
152,4.11875,29.923611,1.5,0.5,15.7,4863,4.18,2.1,4860,234,6,29.5,75,4860,4.11875
102755,4.122917,30.955,0.35,0.25,17,0,1.48,2.4,4815,122,8,12.3,75,4815,4.122917
103043,4.13,23.279722,0,0,0,12892,0,0,0,0,0,0,0,12892,4.13
100126,4.136667,30.345556,0.9,0.7,15.6,6395,0,0,0,0,0,0,0,6395,4.136667
100128,4.14125,36.198055,0.8,0.45,15.5,10595,0,0,0,0,0,0,0,10595,4.14125
153,4.170417,47.921391,1.2,0.51,17,0,9.01,0,4375,259,20,0,19,4375,4.170417
101229,4.1725,30.445276,0.4,0.3,18,6867,2.29,2.4,6877,133,14,18.2,75,6877,4.1725
100131,4.20375,29.619167,0.5,0.5,14.8,6935,0.27,0.7,6894,137,7,4.1,52,6894,4.20375
101230,4.204584,30.179443,0,0,17.2,7235,0,0,0,0,0,0,0,7235,4.204584
104690,4.20875,21.685276,0.22,0.17,17.8,0,0.8,2.3,7803,126,6,6.9,75,7803,4.20875
157,4.224167,27.847778,1.1,0.9,15.1,9152,1.05,2.2,9089,125,15,9.6,75,9089,4.224167
100133,4.234167,27.889999,0.6,0.35,14.7,4453,0,0,0,0,0,0,0,4453,4.234167
102636,4.235834,24.080002,0.3,0.15,16.5,0,0.78,2,6617,165,8,6.8,75,6617,4.235834
100132,4.23875,22.522778,0.7,0.5,15.1,5381,0,0,0,0,0,0,0,5381,4.23875
102637,4.244167,24.436943,0.5,0.4,16,0,2.57,2.4,6702,48,8,34,75,6702,4.244167
100134,4.260833,29.942499,0.8,0.4,14.9,6929,0,0.9,8308,0,0,0,52,6929,4.260833
160,4.265417,34.499443,1.6,1.5,16.5,4671,3.34,2.3,4670,125,2,29.2,75,4670,4.265417
102756,4.265833,31.570557,0.35,0.15,17,0,1.4,2.5,14270,274,31,7.7,75,14270,4.265833
100136,4.26875,22.998333,0.85,0.3,16.1,0,2.26,2.3,4405,100,3,21.6,75,4405,4.26875
158,4.27125,42.161114,1.9,0.6,15.5,5071,10.26,3.9,5059,342,26,9.8,56,5059,4.27125
102757,4.28125,30.661388,0.2,0.1,17,0,0.65,2,10573,125,7,6.4,75,10573,4.28125
104535,4.286667,34.034721,0.8,0.2,17,0,1.04,2.3,5007,173,15,7.5,75,5007,4.286667
101207,4.298333,29.480001,0,0,0,7045,0,0,0,0,0,0,0,7045,4.298333
104691,4.301666,21.767221,0.35,0.3,16.8,0,0.68,2.3,7842,68,5,8.1,75,7842,4.301666
100138,4.302083,35.883614,0.85,0.5,15.7,11815,0.87,1.7,11792,198,8,7.9,75,11792,4.302083
101815,4.305833,27.248056,0.8,0.15,17,0,1.93,2.1,3704,152,6,16.4,75,3704,4.305833
104591,4.309584,32.723057,0.4,0.2,17,0,0.96,1.8,8196,163,11,9.2,75,8196,4.309584
101846,4.312917,28.868334,0,0,0,14996,0,0,0,0,0,0,0,14996,4.312917
100139,4.3225,30.209167,0.6,0.4,15.3,6366,0.57,2,6335,193,40,4.7,75,6335,4.3225
102246,4.32625,26.861389,0.6,0.2,16.4,0,1.31,2.1,8911,132,30,12.1,75,8911,4.32625
102758,4.33125,29.843334,0.4,0.25,16,13309,1.42,2.5,13304,189,12,9.3,75,13304,4.33125
100140,4.332916,20.804167,0.9,0.8,15.9,0,5,0,4366,144,0,0,18,4366,4.332916
103323,4.3475,21.850555,0.7,0.2,16.5,0,1.27,2.3,5832,198,9,8.6,75,5832,4.3475
100141,4.375833,26.259167,0.5,0.5,15.4,7456,1.15,2,7463,163,6,10,75,7463,4.375833
100142,4.38375,22.486389,0.9,0.9,18,0,1.14,0,3695,73,8,0,-1,3695,4.38375
166,4.399167,30.204723,2.4,1.2,15.5,4834,8.32,2.5,4831,256,3,46,75,4831,4.399167
103044,4.402083,22.626945,0.7,0.4,16,5625,1.49,2.3,5612,169,7,11.2,75,5612,4.402083
105263,4.405416,29.033333,0.3,0.2,17.5,0,0,0,4800,0,0,0,78,4800,4.405416
101847,4.417083,31.019722,0,0,0,15328,0,0,0,0,0,0,0,15328,4.417083
101208,4.424167,29.853611,0,0,0,6703,0,0,0,0,0,0,0,6703,4.424167
165,4.424167,24.6675,1,0.2,15.4,6047,3.95,2.1,6042,332,22,23.1,75,6042,4.424167
100143,4.441667,30.151943,0.6,0.2,15.7,6561,0,0,0,0,0,0,0,6561,4.441667
101209,4.442916,29.96139,0.51,0.19,16.3,7229,0,0,0,0,0,0,0,7229,4.442916
102907,4.442916,28.749445,0.2,0.12,19,0,1.05,2.3,6300,87,5,10.8,75,6300,4.442916
102846,4.452084,30.615278,0.15,0.1,16.5,0,0,0,6700,0,0,0,78,6700,4.452084
101848,4.463334,30.644722,0,0,0,15401,0,0,0,0,0,0,0,15401,4.463334
101231,4.47625,33.719444,0.37,0.2,15.3,7225,0.97,2.4,7384,237,8,5.8,75,7384,4.47625
100145,4.495833,29.469723,0.7,0.6,14.8,6834,0,0,0,0,0,0,0,6834,4.495833
100146,4.499166,24.563055,0.9,0.6,14.8,5846,3.32,2,5798,255,25,22.6,75,5798,4.499166
102247,4.52625,26.981112,0.6,0.2,16,0,0.59,2.1,4744,61,6,8,75,4744,4.52625
100147,4.531667,22.478889,0.34,0.3,16,5936,0.66,2.2,5517,141,8,5.7,75,5517,4.531667
104359,4.549167,32.320831,0.2,0.12,18.8,0,0,0,14500,0,0,0,78,14500,4.549167
100876,4.550833,30.055555,0.4,0.2,16.5,6216,0,0,0,0,0,0,0,6216,4.550833
100149,4.558333,29.951944,0.8,0.25,15.6,6108,0,0,0,0,0,0,0,6108,4.558333
100148,4.56125,30.062777,0.3,0.15,15.7,6644,0,0,0,0,0,0,0,6644,4.56125
101210,4.565834,29.903889,0.35,0.2,16.5,7223,0,0,0,0,0,0,0,7223,4.565834
102315,4.573334,29.981945,0.25,0.18,17.2,7489,0,0,0,0,0,0,0,7489,4.573334
170,4.576667,30.07139,1.2,1.1,14.5,5735,0,0,0,0,0,0,0,5735,4.576667
101211,4.576667,29.700001,0,0,16.8,6820,0,0,0,0,0,0,0,6820,4.576667
101212,4.582083,29.910555,0.5,0.25,17,6653,0,0,0,0,0,0,0,6653,4.582083
100150,4.585,30.039722,0.9,0.8,15.7,6681,0,0,0,0,0,0,0,6681,4.585
103324,4.5925,22.903055,0.3,0.3,18,0,0.73,2.3,5344,112,6,6.8,75,5344,4.5925
174,4.59375,30.079445,2,1.6,14.5,7167,2.04,2.3,7181,337,31,10.7,75,7181,4.59375
103045,4.596251,23.148333,0.6,0.3,16,6485,1.13,2.3,6465,242,10,7.1,75,6465,4.596251
173,4.598333,30.063055,1.5,1.2,14.8,6698,0,0,0,0,0,0,0,6698,4.598333
171,4.600417,48.731667,0.9,0.7,14.4,5219,4.25,0,5275,333,18,0,19,5275,4.600417
104361,4.610834,30.156389,0.2,0.12,18,0,0,0,6300,0,0,0,78,6300,4.610834
175,4.612083,49.998333,1.3,0.9,15.5,5283,6.71,2.8,5282,101,4,22.1,68,5282,4.612083
176,4.617917,30.040556,1.3,1,15,6935,0.15,0.4,7257,114,4,3.5,52,6935,4.617917
101849,4.627501,29.295555,0.3,0.25,16,13197,1.09,3.2,13169,235,12,5,75,13169,4.627501
101213,4.639584,29.840557,0,0,0,6290,0,0,0,0,0,0,0,6290,4.639584
104692,4.6425,20.925554,0.5,0.4,17,0,2.47,2.4,8559,88,3,24,75,8559,4.6425
100152,4.642917,30.03611,0.4,0.25,15.1,6715,0,0,0,0,0,0,0,6715,4.642917
101850,4.645417,29.77,0,0,0,13388,0,0,0,0,0,0,0,13388,4.645417
102638,4.650417,24.44861,0.4,0.2,16,0,2.55,2.8,5761,90,25,21.7,75,5761,4.650417
101214,4.652084,29.932777,0,0,0,6438,0,0,0,0,0,0,0,6438,4.652084
102759,4.654167,32.157223,0.18,0.12,16.5,0,1.27,2,7237,212,43,9.7,75,7237,4.654167
104776,4.658751,30.143055,0.18,0.12,18.5,0,0,0,5000,0,0,0,78,5000,4.658751
102760,4.700417,30.0975,0.25,0.12,17,0,1.14,2.1,4957,143,17,10.2,75,4957,4.700417
101232,4.705417,30.061666,0.7,0.3,15.6,7089,0,0,0,0,0,0,0,7089,4.705417
101215,4.709583,29.08889,0.5,0.45,16,4813,1.18,2.3,4792,139,12,9.7,75,4792,4.709583
178,4.721667,48.016666,1.2,0.6,14.5,5115,2.35,0,5144,440,0,9.8,47,5144,4.721667
101233,4.729167,30.514166,1,1,18,7219,2.08,2.2,7214,173,2,16.2,75,7214,4.729167
102639,4.730834,24.163055,0.25,0.15,18,0,1.26,2.2,5985,139,7,10.7,75,5985,4.730834
102908,4.735833,28.225834,0.4,0.25,17,0,1.12,2.2,7234,176,31,8.7,75,7234,4.735833
179,4.7525,23.476112,1.3,0.7,15.3,4464,6.09,2.3,4462,214,2,41.3,75,4462,4.7525
102953,4.761667,29.05611,0.25,0.2,18.2,0,0,0,7500,0,0,0,78,7500,4.761667
101791,4.774167,26.625834,1.01,0.11,16.3,0,2.29,2.4,11650,315,9,12.2,75,11650,4.774167
103495,4.790833,22.926111,0.3,0.24,17,6205,0.46,1.3,6186,116,12,7.1,78,6186,4.790833
101234,4.799583,30.014166,0,0,0,7032,0,0,0,0,0,0,0,7032,4.799583
101235,4.831666,30.091112,0,0,0,7162,0,0,0,0,0,0,0,7162,4.831666
104871,4.88375,32.021667,0.25,0.2,18.5,0,0,0,7300,0,0,0,78,7300,4.88375
183,4.896667,47.240833,1.6,0.7,13.8,5151,0,0,0,0,0,0,0,5151,4.896667
185,4.9075,29.933611,1.4,1.2,14,7327,0,0,0,0,0,0,0,7327,4.9075
104693,4.917916,20.158611,0.25,0.18,17.5,0,1.38,2.4,5578,122,12,11.8,75,5578,4.917916
101216,4.918333,29.824722,0.6,0.4,16,7681,0,0,0,0,0,0,0,7681,4.918333
102316,4.929167,29.935555,0.3,0.2,16,6697,0,0,0,0,0,0,0,6697,4.929167
102761,4.932917,30.057222,0.1,0.06,19,0,0.96,2.5,7072,98,5,8.5,75,7072,4.932917
186,4.952917,23.772223,1.1,0.5,14.9,5834,1.04,2.3,5822,378,10,5.2,75,5822,4.952917
101851,4.952917,30.729445,0.59,0.21,15.8,15373,1.14,2.4,15225,199,90,7.5,75,15225,4.952917
102248,4.955417,27.479723,0.4,0.35,17.1,0,0.92,2.4,12782,116,5,7.8,75,12782,4.955417
103046,4.96875,22.477777,0.7,0.4,16.8,10120,2.82,2.5,10105,304,3,14.5,75,10105,4.96875
102847,4.97,29.844168,0.45,0.15,16.5,0,0,0,7400,0,0,0,78,7400,4.97
103496,4.987917,23.076113,0.3,0.2,16.5,0,0,0,5700,0,0,0,78,5700,4.987917
188,4.99875,20.004723,1.4,0.4,15.7,7755,3.87,2.8,7818,221,9,9.9,52,7818,4.99875
100165,5.008333,21.999722,0.8,0.3,15.5,5926,0,0,0,0,0,0,0,5926,5.008333
103018,5.069583,23.136667,0.9,0.4,16.7,6545,4.71,2.2,6502,278,5,28.5,75,6502,5.069583
100980,5.101666,21.876945,0.5,0.3,16.5,5835,1.78,2.6,5821,512,7,5.9,75,5821,5.101666
104883,5.105834,27.1425,0.5,0.25,17.2,0,0,0,9300,0,0,0,78,9300,5.105834
101217,5.110417,22.088057,0.25,0.15,16.2,5666,1.45,2.7,5444,425,8,5.7,75,5444,5.110417
104779,5.11125,24.379723,0.3,0.22,18,0,0,0,14500,0,0,0,78,14500,5.11125
102640,5.115834,25.101944,0.25,0.2,16.5,0,1.26,2.4,11443,76,12,13.1,75,11443,5.115834
101218,5.122917,29.540833,0,0,0,6840,0,0,0,0,0,0,0,6840,5.122917
100168,5.127917,38.571388,0.5,0.45,15.7,0,1.19,0.9,7857,73,15,1.5,41,7857,5.127917
104365,5.130834,30.013334,0.3,0.25,18.5,0,0,0,5900,0,0,0,78,5900,5.130834
101236,5.133334,30.050278,0.4,0.3,16.2,6313,0,0,0,0,0,0,0,6313,5.133334
196,5.142917,47.434444,1.5,1.1,14.2,5136,5.18,2.5,5148,269,10,9.6,68,5148,5.142917
104366,5.144166,33.631386,0.25,0.18,18.5,0,0,0,6300,0,0,0,78,6300,5.144166
104367,5.159167,34.559723,0.3,0.2,18.8,0,0.95,2.4,8918,98,6,8.8,75,8918,5.159167
100170,5.170834,22.592222,0.75,0.6,15,7329,2.61,2.3,7359,223,2,16.9,75,7359,5.170834
102641,5.173334,25.228056,0.35,0.3,17,0,1.01,2.5,10677,174,17,6.9,75,10677,5.173334
102909,5.17875,29.026388,0.2,0.15,18,0,1.02,2.1,6220,201,11,7.5,75,6220,5.17875
100171,5.18,21.965557,0,0,0,5971,0,0,0,0,0,0,0,5971,5.18
102954,5.185,29.783611,0.2,0.12,18,0,0.33,1.4,7070,32,2,7.1,78,7070,5.185
103047,5.195834,22.225279,0,0,12.6,5323,0,0,0,0,0,0,0,5323,5.195834
197,5.2025,20.031111,1.2,1.1,15.1,7708,2.32,1.3,7684,184,3,15.9,52,7684,5.2025
102910,5.20375,29.410555,0.8,0.6,17,0,1.55,2.1,7203,72,4,19.3,75,7203,5.20375
103325,5.205833,22.062777,0.5,0.15,16.5,0,1.33,2.7,5799,133,4,9.6,75,5799,5.205833
