AGCNr,Name,RAdeg_HI,Decdeg_HI,RAdeg_OC,DECdeg_OC,Vhelio,W50,errW50,HIflux,errflux,SNR,RMS,Dist,logMsun,HIcode,useradeg,usedecdeg,wrapradeg
101830,F409-19 ,3.30292,29.8975,3.29458,29.90222,6976,176,20,0.44,0.08,3.5,2.09,95,8.97,2,3.29458,29.90222,3.29458
104580,        ,3.30792,33.07389,3.31792,33.07278,4740,154,6,1.16,0.08,7.7,2.7,66.9,9.09,1,3.31792,33.07278,3.31792
102632,        ,3.32042,24.26417,3.31625,24.25444,6684,187,12,1.28,0.08,9.2,2.26,90.6,9.39,1,3.31625,24.25444,3.31625
100090,499-081 ,3.43667,30.20139,3.43667,30.195,7134,442,6,2.55,0.12,11.1,2.31,97.2,9.75,1,3.43667,30.195,3.43667
102905,        ,3.45833,29.35889,3.46,29.35472,7399,32,4,0.62,0.04,11.1,2.12,101,9.17,1,3.46,29.35472,3.46
128,M+601019,3.46167,35.99278,3.46167,35.99333,4535,219,2,11.63,0.07,98.1,1.79,63.9,10.05,1,3.46167,35.99333,3.46167
102753,        ,3.4775,30.93917,3.46917,30.93361,5088,135,11,1.01,0.06,9,2.17,71.8,9.09,1,3.46917,30.93361,3.46917
100093,499-082 ,3.4875,28.76306,3.48208,28.76333,6947,80,12,0.97,0.06,11,2.17,94.5,9.31,1,3.48208,28.76333,3.48208
127,M+401042,3.48958,26.96778,3.48542,26.9675,4683,198,1,8.74,0.08,58.4,2.37,66,9.95,1,3.48542,26.9675,3.48542
102633,Spit98  ,3.49208,23.96556,3.495,23.96861,6181,151,17,1.53,0.07,12.9,2.15,87.6,9.44,1,3.495,23.96861,3.495
100097,Eder Dw ,3.55917,28.90139,3.57167,28.89583,7056,161,12,1.2,0.08,9.5,2.22,96.1,9.42,1,3.57167,28.89583,3.57167
101636,KKH  1  ,3.62833,31.32778,3.62208,31.32084,7977,153,16,0.96,0.07,7.8,2.23,109.3,9.43,1,3.62208,31.32084,3.62208
102906,        ,3.64875,29.40889,3.6475,29.41028,5316,60,4,0.85,0.05,11.3,2.15,75.1,9.05,1,3.6475,29.41028,3.6475
100101,478-045 ,3.73125,26.32861,3.72833,26.33139,7358,146,3,3.83,0.07,30.2,2.34,100.3,9.96,1,3.72833,26.33139,3.72833
102566,        ,3.73417,26.26972,3.74042,26.26361,7384,87,2,2.34,0.05,27.1,2.06,100.7,9.75,1,3.74042,26.26361,3.74042
100105,Eder Dw ,3.79708,29.23944,3.8,29.25056,6894,80,11,0.46,0.05,5.4,2.12,93.8,8.98,2,3.8,29.25056,3.8
101205,        ,3.83792,29.66556,3.84167,29.66167,6771,287,7,1.03,0.08,7.7,1.77,94.3,9.33,1,3.84167,29.66167,3.84167
100110,Eder Dw ,3.88292,28.64833,3.88542,28.65556,6698,133,6,0.97,0.07,9,2.09,91,9.28,1,3.88542,28.65556,3.88542
102245,        ,3.90542,27.23472,3.9025,27.24056,7336,344,22,2.8,0.1,16.2,2.09,100,9.82,1,3.9025,27.24056,3.9025
104533,        ,3.92583,35.39083,3.92083,35.39139,14192,196,14,1.14,0.09,7.3,2.49,198.3,10.02,1,3.92083,35.39139,3.92083
102567,        ,3.92458,27.25639,3.9275,27.25278,7431,110,3,1.26,0.06,12.4,2.16,101.4,9.48,1,3.9275,27.25278,3.9275
100116,499-090 ,3.99042,30.08,3.98125,30.07361,6709,289,68,1.15,0.09,7.1,2.13,94.3,9.38,2,3.98125,30.07361,3.98125
103317,        ,3.99625,23.55,3.99292,23.55083,9981,157,6,1.02,0.08,7,2.59,137.7,9.66,1,3.99292,23.55083,3.99292
102314,        ,4.00042,30.05278,4.00083,30.04917,6801,97,26,0.88,0.06,9.4,2.1,94.3,9.27,1,4.00083,30.04917,4.00083
102634,        ,4.0125,25.06722,4.00375,25.06222,10742,208,20,0.87,0.08,7.1,1.89,148.6,9.66,1,4.00375,25.06222,4.00375
102635,        ,4.0475,24.85111,4.05042,24.84917,9491,94,12,1.1,0.06,12,2.09,130.8,9.65,1,4.05042,24.84917,4.05042
101689,        ,4.05083,30.50972,4.05458,30.50945,7281,82,6,0.62,0.06,7.1,2.12,99.4,9.16,1,4.05458,30.50945,4.05458
103319,        ,4.07167,23.18056,4.06833,23.17944,6392,80,7,1,0.06,10.3,2.39,86.4,9.25,1,4.06833,23.17944,4.06833
101768,ADBS    ,4.09542,22.61695,4.09333,22.61639,5788,250,3,3.97,0.09,24.1,2.33,81.8,9.8,1,4.09333,22.61639,4.09333
101690,Eder Dw ,4.10708,30.47639,4.10542,30.47917,6904,151,3,1.84,0.07,14.7,2.28,94,9.58,1,4.10542,30.47917,4.10542
100124,Eder Dw ,4.10958,27.56861,4.1075,27.5725,4595,100,0,1.04,0.06,10.6,2.19,64.7,9.01,1,4.1075,27.5725,4.1075
103321,        ,4.10833,22.57389,4.10792,22.5725,10166,50,6,0.62,0.05,7.6,2.54,140.3,9.46,1,4.10792,22.5725,4.10792
102754,        ,4.1175,31.64056,4.11,31.63667,14208,350,58,1.29,0.1,7.5,2.05,198.4,10.08,1,4.11,31.63667,4.11
152,499-093 ,4.12042,29.92139,4.11875,29.92361,4860,234,6,4.18,0.08,29.5,2.07,66.1,9.63,1,4.11875,29.92361,4.11875
102755,        ,4.12708,30.95611,4.12292,30.955,4815,122,8,1.48,0.07,12.3,2.41,67.9,9.21,1,4.12292,30.955,4.12292
104590,        ,4.12333,33.06028,4.11458,33.05611,4773,21,4,0.56,0.05,9.5,2.7,67.3,8.78,1,4.11458,33.05611,4.11458
101229,        ,4.16208,30.45333,4.1725,30.44528,6877,133,14,2.29,0.08,18.2,2.44,93.6,9.67,1,4.1725,30.44528,4.1725
157,499-096 ,4.21958,27.85722,4.22417,27.84778,9089,125,15,1.05,0.07,9.6,2.19,125.1,9.59,1,4.22417,27.84778,4.22417
102636,        ,4.24083,24.08167,4.23583,24.08,6617,165,8,0.78,0.06,6.8,1.99,89.7,9.17,1,4.23583,24.08,4.23583
102637,        ,4.24875,24.43305,4.24417,24.43694,6702,48,8,2.57,0.06,34,2.39,90.9,9.7,1,4.24417,24.43694,4.24417
100136,F539-01 ,4.26958,23.00444,4.26875,22.99833,4405,100,3,2.26,0.06,21.6,2.33,61.9,9.31,1,4.26875,22.99833,4.26875
160,M+601021,4.26333,34.50167,4.26542,34.49944,4670,125,2,3.34,0.07,29.2,2.28,65.8,9.53,1,4.26542,34.49944,4.26542
102756,        ,4.27875,31.57084,4.26583,31.57056,14270,274,31,1.4,0.1,7.7,2.45,199.2,10.12,1,4.26583,31.57056,4.26583
104535,        ,4.28208,34.03778,4.28667,34.03472,5007,173,15,1.04,0.08,7.5,2.34,70.6,9.09,1,4.28667,34.03472,4.28667
100138,518-022 ,4.29833,35.88028,4.30208,35.88361,11792,198,8,0.87,0.06,7.9,1.73,164,9.74,1,4.30208,35.88361,4.30208
102757,        ,4.29792,30.67,4.28125,30.66139,10573,125,7,0.65,0.06,6.4,2.05,146.4,9.52,1,4.28125,30.66139,4.28125
101815,        ,4.30875,27.25222,4.30583,27.24806,3704,152,6,1.93,0.07,16.4,2.13,51.9,9.09,1,4.30583,27.24806,4.30583
104591,        ,4.305,32.72417,4.30958,32.72306,8196,163,11,0.96,0.06,9.2,1.84,112.5,9.46,1,4.30958,32.72306,4.30958
102758,        ,4.32042,29.84083,4.33125,29.84333,13304,189,12,1.42,0.09,9.3,2.49,185.4,10.06,1,4.33125,29.84333,4.33125
100139,499-099 ,4.32125,30.22778,4.3225,30.20917,6335,193,40,0.57,0.07,4.7,1.99,94.3,9.08,2,4.3225,30.20917,4.3225
102246,F473-V01,4.32125,26.8625,4.32625,26.86139,8911,132,30,1.31,0.06,12.1,2.11,122.5,9.67,1,4.32625,26.86139,4.32625
100141,478-050 ,4.37625,26.26389,4.37583,26.25917,7463,163,6,1.15,0.07,10,2.02,101.8,9.45,1,4.37583,26.25917,4.37583
166,499-100 ,4.39792,30.20472,4.39917,30.20472,4831,256,3,8.32,0.1,46,2.52,58.6,9.83,1,4.39917,30.20472,4.39917
103044,        ,4.40208,22.62944,4.40208,22.62695,5612,169,7,1.49,0.07,11.2,2.28,79.3,9.34,1,4.40208,22.62695,4.40208
165,478-051 ,4.42667,24.67194,4.42417,24.6675,6042,332,22,3.95,0.09,23.1,2.1,84.3,9.82,1,4.42417,24.6675,4.42417
102907,        ,4.44375,28.74639,4.44292,28.74944,6300,87,5,1.05,0.06,10.8,2.33,89.3,9.3,1,4.44292,28.74944,4.44292
101231,        ,4.475,33.71333,4.47625,33.71944,7384,237,8,0.97,0.09,5.8,2.41,101,9.37,2,4.47625,33.71944,4.47625
100146,478-052 ,4.49333,24.56472,4.49917,24.56306,5798,255,25,3.32,0.08,22.6,2.05,78,9.68,1,4.49917,24.56306,4.49917
100147,MK1141  ,4.52625,22.47861,4.53167,22.47889,5517,141,8,0.66,0.06,5.7,2.2,77.9,8.97,2,4.53167,22.47889,4.53167
102247,        ,4.535,26.97917,4.52625,26.98111,4744,61,6,0.59,0.05,8,2.12,66.8,8.79,1,4.52625,26.98111,4.52625
103324,        ,4.58917,22.90333,4.5925,22.90306,5344,112,6,0.73,0.06,6.8,2.26,75.4,8.99,1,4.5925,22.90306,4.5925
174,N  70   ,4.59375,30.0775,4.59375,30.07944,7181,337,31,2.04,0.11,10.7,2.32,94.3,9.63,1,4.59375,30.07944,4.59375
103045,        ,4.60083,23.14861,4.59625,23.14833,6465,242,10,1.13,0.09,7.1,2.29,87.5,9.31,1,4.59625,23.14833,4.59625
101849,        ,4.63125,29.29222,4.6275,29.29556,13169,235,12,1.09,0.13,5,3.19,183.4,9.94,2,4.6275,29.29556,4.6275
102638,        ,4.64917,24.45,4.65042,24.44861,5761,90,25,2.55,0.08,21.7,2.76,81.4,9.6,1,4.65042,24.44861,4.65042
102759,        ,4.66458,32.14972,4.65417,32.15722,7237,212,43,1.27,0.08,9.7,2.01,98.8,9.47,1,4.65417,32.15722,4.65417
102760,        ,4.69875,30.09556,4.70042,30.0975,4957,143,17,1.14,0.06,10.2,2.07,69.8,9.12,1,4.70042,30.0975,4.70042
101215,        ,4.7,29.09694,4.70958,29.08889,4792,139,12,1.18,0.07,9.7,2.29,67.5,9.1,1,4.70958,29.08889,4.70958
101233,LGS 4   ,4.73458,30.51611,4.72917,30.51417,7214,173,2,2.08,0.07,16.2,2.17,98.4,9.68,1,4.72917,30.51417,4.72917
102639,        ,4.73625,24.16306,4.73083,24.16306,5984,149,18,1.19,0.07,10,2.18,84.6,9.3,1,4.73083,24.16306,4.73083
102908,        ,4.74708,28.2325,4.73583,28.22583,7234,176,31,1.12,0.07,8.7,2.17,98.6,9.41,1,4.73583,28.22583,4.73583
179,478-053 ,4.75208,23.47583,4.7525,23.47611,4462,214,2,6.09,0.08,41.3,2.25,58.6,9.69,1,4.7525,23.47611,4.7525
101791,FGC  30 ,4.77417,26.62444,4.77417,26.62583,11650,315,9,2.29,0.11,12.2,2.37,161.7,10.15,1,4.77417,26.62583,4.77417
102761,        ,4.94208,30.06222,4.93292,30.05722,7072,98,5,0.96,0.06,8.5,2.54,94.3,9.3,1,4.93292,30.05722,4.93292
186,I1540   ,4.94542,23.76528,4.95292,23.77222,5822,378,10,1.04,0.11,5.2,2.31,82.3,9.22,2,4.95292,23.77222,4.95292
101851,        ,4.95208,30.73306,4.95292,30.72944,15225,199,90,1.14,0.09,7.5,2.4,212.9,10.09,1,4.95292,30.72944,4.95292
102248,        ,4.95833,27.48306,4.95542,27.47972,12782,116,5,0.92,0.07,7.8,2.44,177.9,9.84,1,4.95542,27.47972,4.95542
103046,        ,4.97167,22.47667,4.96875,22.47778,10105,304,3,2.82,0.11,14.5,2.5,139.5,10.11,1,4.96875,22.47778,4.96875
103018,        ,5.06958,23.13472,5.06958,23.13667,6502,278,5,4.71,0.09,28.5,2.21,88,9.93,1,5.06958,23.13667,5.06958
101217,        ,5.10583,22.08972,5.11042,22.08806,5444,425,8,1.45,0.13,5.7,2.69,82.3,9.36,2,5.11042,22.08806,5.11042
102640,        ,5.11833,25.10722,5.11583,25.10194,11443,76,12,1.26,0.07,13.1,2.43,158.7,9.87,1,5.11583,25.10194,5.11583
104367,        ,5.155,34.56028,5.15917,34.55972,8918,98,6,0.95,0.06,8.8,2.42,122.9,9.53,1,5.15917,34.55972,5.15917
102641,        ,5.16458,25.22417,5.17333,25.22806,10677,174,17,1.01,0.09,6.9,2.49,147.7,9.72,1,5.17333,25.22806,5.17333
102909,        ,5.16958,29.035,5.17875,29.02639,6220,201,11,1.02,0.08,7.5,2.14,88.1,9.27,1,5.17875,29.02639,5.17875
100170,I1542   ,5.17208,22.59167,5.17083,22.59222,7359,223,2,2.61,0.08,16.9,2.3,100.3,9.79,1,5.17083,22.59222,5.17083
103325,        ,5.20125,22.06222,5.20583,22.06278,5799,133,4,1.33,0.08,9.6,2.69,82.2,9.33,1,5.20583,22.06278,5.20583
102910,        ,5.20542,29.41333,5.20375,29.41055,7203,72,4,1.55,0.05,19.3,2.09,98.2,9.55,1,5.20375,29.41055,5.20375
102762,        ,5.22,31.48361,5.21875,31.48333,17175,272,4,1.41,0.09,8.7,2.21,240.8,10.28,1,5.21875,31.48333,5.21875
100176,479-004 ,5.29083,26.50639,5.27667,26.51333,11653,351,28,0.88,0.11,4.6,2.29,161.7,9.73,2,5.27667,26.51333,5.27667
100177,500-002 ,5.30792,30.47445,5.30542,30.47445,4839,208,4,2.19,0.08,14.8,2.29,68.1,9.38,1,5.30542,30.47445,5.30542
100180,500-003 ,5.31375,29.8525,5.32375,29.85806,6775,152,32,1.11,0.07,9.3,2.17,92.1,9.35,1,5.32375,29.85806,5.32375
101816,        ,5.31333,26.38528,5.31292,26.385,9178,171,7,1.3,0.08,10,2.22,126.4,9.69,1,5.31292,26.385,5.31292
204,I1544   ,5.32458,23.09028,5.32292,23.09083,5709,266,2,4.67,0.09,27.5,2.32,70.2,9.73,1,5.32292,23.09083,5.32292
103328,        ,5.32167,22.52944,5.325,22.53333,5519,45,6,0.49,0.04,7.1,2.24,82.2,8.89,1,5.325,22.53333,5.325
102642,        ,5.34583,25.72528,5.33833,25.73028,10191,233,15,1.36,0.09,8.9,2.25,140.8,9.8,1,5.33833,25.73028,5.33833
100184,I1546   ,5.36667,22.50306,5.37083,22.50583,5799,378,7,1.44,0.11,6.9,2.41,89.1,9.43,1,5.37083,22.50583,5.37083
102911,        ,5.37208,28.90722,5.37375,28.9125,4684,67,8,1.01,0.06,11.6,2.35,65.8,9.01,1,5.37375,28.9125,5.37375
207,500-006 ,5.37708,29.66805,5.37958,29.66194,7026,274,21,1.05,0.08,8,1.78,95.7,9.36,1,5.37958,29.66194,5.37958
102912,        ,5.40083,28.45917,5.39833,28.45028,13123,287,51,1.35,0.11,7.4,2.42,182.8,10.03,1,5.39833,28.45028,5.39833
102643,        ,5.40292,25.48278,5.40125,25.49306,7042,210,25,0.87,0.08,6.3,2.13,95.8,9.27,1,5.40125,25.49306,5.40125
104363,        ,5.445,35.84139,5.44667,35.83556,11720,179,7,0.76,0.06,6.9,1.85,163,9.68,1,5.44667,35.83556,5.44667
102763,        ,5.44417,30.08778,5.44417,30.08278,6373,186,45,1.46,0.08,9.8,2.44,86.4,9.41,1,5.44417,30.08278,5.44417
100191,479-014B,5.45333,22.03056,5.44875,22.02639,5872,292,7,1.07,0.09,6.1,2.3,78,9.19,2,5.44875,22.02639,5.44875
208,N  91   ,5.4725,22.40167,5.46375,22.39972,5352,489,3,5.13,0.11,21.4,2.19,82.2,9.91,1,5.46375,22.39972,5.46375
104536,        ,5.48583,34.62694,5.46792,34.61694,6279,70,46,0.94,0.08,9.7,2.56,89,9.24,1,5.46792,34.61694,5.46792
100841,n96     ,5.50833,23.82278,5.50542,23.82556,13044,329,14,2.2,0.11,11.2,2.43,181.5,10.23,1,5.50542,23.82556,5.50542
102913,        ,5.51,29.30055,5.50708,29.29333,7563,98,9,0.83,0.06,8.8,2.12,103.4,9.32,1,5.50708,29.29333,5.50708
209,N  93   ,5.515,22.41722,5.51333,22.40805,5688,494,6,1.93,0.11,7.9,2.19,82.2,9.49,1,5.51333,22.40805,5.51333
210,479-016 ,5.52125,23.73889,5.52083,23.73667,4488,244,2,4.55,0.09,27.5,2.36,71.5,9.74,1,5.52083,23.73667,5.52083
102684,        ,5.52792,25.48361,5.52833,25.48583,7447,33,6,0.77,0.04,13.7,2.12,101.6,9.27,1,5.52833,25.48583,5.52833
102249,        ,5.54333,27.04944,5.53792,27.04389,9407,176,9,1.22,0.08,9.8,2.09,129.6,9.68,1,5.53792,27.04389,5.53792
102250,        ,5.55458,25.94278,5.55708,25.94361,9106,305,20,1.25,0.1,6.7,2.36,125.3,9.67,1,5.55708,25.94361,5.55708
104537,        ,5.55542,34.70278,5.57042,34.70667,6277,165,4,1.19,0.07,8.6,2.39,89,9.35,1,5.57042,34.70667,5.57042
102764,        ,5.58125,29.84833,5.57333,29.84056,5040,139,7,0.78,0.07,6.7,2.19,71,8.97,1,5.57333,29.84056,5.57333
102765,        ,5.60167,30.27583,5.60708,30.27139,6413,236,8,2.26,0.08,15.4,2.13,87,9.61,1,5.60708,30.27139,5.60708
215,500-008 ,5.60917,29.50722,5.61,29.50361,7091,380,5,1.86,0.09,11.5,1.86,96.6,9.61,1,5.61,29.50361,5.61
102251,        ,5.61292,25.96167,5.60625,25.96389,10261,197,39,1.57,0.09,11.1,2.26,141.8,9.87,1,5.60625,25.96389,5.60625
102914,        ,5.61458,28.26417,5.60958,28.265,4774,144,5,1.57,0.07,13.9,2.11,67.1,9.22,1,5.60958,28.265,5.60958
102252,        ,5.61875,27.17444,5.61917,27.17306,9445,150,4,0.8,0.08,6.1,2.38,130.2,9.5,1,5.61917,27.17306,5.61917
217,500-217 ,5.6375,28.12111,5.6375,28.12028,4755,139,7,2.32,0.06,21.6,2.03,66.8,9.39,1,5.6375,28.12028,5.6375
104538,        ,5.64375,35.7875,5.63417,35.78556,4977,78,10,0.45,0.04,6.4,1.77,70.1,8.72,1,5.63417,35.78556,5.63417
102915,        ,5.66583,29.21472,5.67208,29.21639,4825,31,3,0.66,0.04,12.1,2.11,67.9,8.85,1,5.67208,29.21639,5.67208
100201,500-010 ,5.68458,29.94611,5.69042,29.93972,9187,276,9,2.7,0.1,15.4,2.35,126.6,10.01,1,5.69042,29.93972,5.69042
103332,        ,5.70542,23.925,5.70292,23.925,10274,238,7,1.01,0.08,6.5,2.24,142,9.68,1,5.70292,23.925,5.70292
102644,        ,5.71083,25.80861,5.715,25.78917,7018,103,21,1.17,0.07,12.6,2.03,95.5,9.4,1,5.715,25.78917,5.715
100202,479-018 ,5.71042,24.14889,5.70833,24.15222,12524,290,5,1.42,0.09,8.3,2.26,174.1,10.01,1,5.70833,24.15222,5.70833
103333,        ,5.725,23.1725,5.73167,23.17694,4457,43,2,2.17,0.04,31,2.34,62.5,9.3,1,5.73167,23.17694,5.73167
102294,        ,5.73,26.12583,5.725,26.12222,7331,255,10,1.11,0.09,7.1,2.18,100,9.42,1,5.725,26.12222,5.725
100204,479-019 ,5.74208,25.22167,5.73875,25.21222,12207,419,38,1.8,0.12,8.4,2.27,169.6,10.09,1,5.73875,25.21222,5.73875
102766,        ,5.77458,30.67667,5.77583,30.67444,14521,358,7,1.59,0.11,8.1,2.33,202.8,10.19,1,5.77583,30.67444,5.77583
222,        ,5.78917,35.15389,5.78292,35.14722,6108,204,39,1.06,0.08,7,2.36,86.5,9.27,1,5.78292,35.14722,5.78292
221,479-020 ,5.80208,27.43583,5.79542,27.43194,3904,149,0,2.02,0.08,15.9,2.32,54.6,9.15,1,5.79542,27.43194,5.79542
104384,        ,5.88083,35.18084,5.86958,35.19528,7321,295,33,2.04,0.11,10.7,2.47,100.1,9.68,1,5.86958,35.19528,5.86958
102767,        ,5.93458,31.24806,5.93417,31.24333,7096,27,3,1.4,0.05,25.5,2.26,96.8,9.49,1,5.93417,31.24333,5.93417
102768,        ,5.97167,30.85611,5.96583,30.86222,6554,117,7,0.72,0.07,6.9,2.14,89,9.13,1,5.96583,30.86222,5.96583
229,500-014 ,5.97917,28.33167,5.9725,28.3325,7218,247,6,2.3,0.08,15.4,2.12,98.4,9.72,1,5.9725,28.3325,5.9725
102769,        ,5.98458,30.78944,5.98292,30.78889,4647,165,7,0.99,0.08,6.9,2.49,65.3,9,1,5.98292,30.78889,5.98292
228,479-023 ,5.98667,24.30528,5.98583,24.30583,5682,284,19,7.84,0.11,39.9,2.61,85.5,10.13,1,5.98583,24.30583,5.98583
102645,        ,5.98917,25.17028,5.99375,25.1775,4410,51,18,0.66,0.05,9.5,2.14,61.8,8.77,1,5.99375,25.1775,5.99375
102646,        ,6.00583,24.09333,6.00375,24.08389,12588,286,36,1.24,0.09,8,2.04,175,9.95,1,6.00375,24.08389,6.00375
100215,479-024a,6.01042,25.665,6.00917,25.6625,7371,255,13,1.69,0.07,12.8,1.84,100.5,9.6,1,6.00917,25.6625,6.00917
102916,        ,6.06375,29.13778,6.05333,29.13889,5991,63,16,0.79,0.05,11.3,1.93,84.7,9.13,1,6.05333,29.13889,6.05333
102770,        ,6.15542,31.63556,6.15417,31.62861,6600,38,10,0.43,0.04,7.7,1.97,89.7,8.91,1,6.15417,31.62861,6.15417
100221,500-015 ,6.15542,29.29056,6.15375,29.28722,4767,174,10,4.41,0.08,34.5,2.16,67,9.67,1,6.15375,29.28722,6.15375
232,500-016 ,6.155,33.25195,6.16125,33.25583,4839,255,8,4.62,0.1,27.6,2.34,68,9.7,1,6.16125,33.25583,6.16125
234,500-017 ,6.19458,29.55722,6.19333,29.55972,4669,206,61,1.1,0.06,9.9,1.73,58.6,8.95,1,6.19333,29.55972,6.19333
102647,        ,6.2475,25.69639,6.26167,25.69944,9743,265,38,1,0.09,6.7,2.06,134.4,9.63,1,6.26167,25.69944,6.26167
238,500-018 ,6.2675,31.35028,6.26375,31.34417,6801,401,3,7.44,0.11,36.6,2.27,92.6,10.18,1,6.26375,31.34417,6.26375
100227,500-019 ,6.30958,30.0375,6.30583,30.03722,4852,101,2,2.36,0.06,25.7,2.03,68.2,9.41,1,6.30583,30.03722,6.30583
102771,        ,6.31125,31.23528,6.3175,31.22944,6660,124,22,0.81,0.06,8.1,2.01,90.6,9.19,1,6.3175,31.22944,6.3175
103334,        ,6.32125,22.61778,6.32208,22.62056,5914,161,9,1.05,0.07,7.9,2.32,83.5,9.24,1,6.32208,22.62056,6.32208
244,479-027 ,6.37833,24.8075,6.375,24.81083,4553,230,25,2.95,0.07,22.4,1.94,55.5,9.33,1,6.375,24.81083,6.375
102254,        ,6.38292,25.94806,6.385,25.93194,14586,176,34,1.62,0.09,11.7,2.32,203.6,10.2,1,6.385,25.93194,6.385
102917,        ,6.42625,29.57389,6.42917,29.57778,7080,96,22,1.06,0.06,11.4,2.1,96.5,9.37,1,6.42917,29.57778,6.42917
101220,        ,6.49208,23.92167,6.48667,23.92333,5651,133,7,0.72,0.06,6.5,2.15,79.7,9.03,1,6.48667,23.92333,6.48667
103335,        ,6.49667,23.76,6.4925,23.75528,7381,198,4,1.75,0.08,11.7,2.36,100.6,9.62,1,6.4925,23.75528,6.4925
103336,        ,6.4975,23.78528,6.48792,23.78417,7385,203,3,1.67,0.09,10.3,2.54,100.7,9.6,1,6.48792,23.78417,6.48792
246,N 108   ,6.50125,29.20722,6.49917,29.21167,4766,288,16,3.01,0.1,18.1,2.19,66.9,9.5,1,6.49917,29.21167,6.49917
102918,        ,6.51625,29.28361,6.50333,29.28944,4958,112,10,0.99,0.06,9.5,2.2,69.7,9.05,1,6.50333,29.28944,6.50333
101237,        ,6.51625,34.47611,6.51125,34.47139,4852,94,7,0.87,0.06,8,2.49,68.2,8.98,1,6.51125,34.47139,6.51125
248,479-029a,6.52958,25.71889,6.52958,25.72528,10170,469,82,7.32,0.14,27.6,2.53,140.5,10.53,1,6.52958,25.72528,6.52958
102772,        ,6.56917,29.81944,6.56333,29.81361,4796,111,7,1.07,0.06,11.1,2.03,67.4,9.06,1,6.56333,29.81361,6.56333
102311,F473-02 ,6.59208,24.64194,6.5875,24.64305,3576,104,15,1.26,0.06,13.1,2.1,49.9,8.87,1,6.5875,24.64305,6.5875
102648,        ,6.60833,25.51917,6.6075,25.51472,4464,128,18,1.11,0.05,12.9,1.7,62.6,9.01,1,6.6075,25.51472,6.6075
255,N 112   ,6.70417,31.70056,6.70292,31.70306,6294,366,5,4.4,0.1,24,2.14,86.7,9.89,1,6.70292,31.70306,6.70292
102649,        ,6.72083,25.81695,6.73083,25.81528,10579,226,38,1.37,0.08,9.1,2.24,146.4,9.84,1,6.73083,25.81528,6.73083
102650,        ,6.77667,24.42333,6.78333,24.42861,11030,82,12,0.6,0.06,6.8,2.18,152.8,9.52,1,6.78333,24.42861,6.78333
102651,        ,6.78083,24.98722,6.78167,24.98528,6378,196,24,1.78,0.07,13.4,2.12,86.4,9.5,1,6.78167,24.98528,6.78167
103373,        ,6.81167,23.86083,6.81,23.86389,13024,186,6,1.04,0.09,6.6,2.59,181.3,9.91,1,6.81,23.86389,6.81
261,479-032 ,6.82375,24.16972,6.82167,24.16917,7409,338,71,1.89,0.1,9.9,2.33,101.1,9.66,1,6.82167,24.16917,6.82167
102773,        ,6.85875,31.26444,6.85708,31.25917,6036,169,44,0.96,0.07,7.5,2.21,85.3,9.22,1,6.85708,31.25917,6.85708
103375,        ,6.86417,23.72167,6.86625,23.72222,5903,179,6,1.66,0.07,13.2,2.1,83.3,9.43,1,6.86625,23.72222,6.86625
100241,500-022a,6.88,30.995,6.88208,30.99444,9498,180,11,1.89,0.08,13.6,2.32,131.1,9.88,1,6.88208,30.99444,6.88208
102774,        ,6.92583,31.27139,6.93292,31.26583,6007,137,26,0.72,0.06,6.5,2.11,84.9,9.09,1,6.93292,31.26583,6.93292
102226,        ,6.92958,30.65417,6.93083,30.65583,6037,63,6,0.65,0.05,8.2,2.2,85.3,9.05,1,6.93083,30.65583,6.93083
102919,        ,6.98292,29.60306,6.98667,29.60139,5324,73,3,1.6,0.06,17.8,2.35,75,9.33,1,6.98667,29.60139,6.98667
270,        ,6.98625,32.775,6.98875,32.775,4923,164,15,2.34,0.08,16.5,2.47,69.2,9.42,1,6.98875,32.775,6.98875
102652,        ,7.02333,24.35139,7.02667,24.35278,10879,131,24,0.68,0.07,6.4,2.07,150.6,9.56,1,7.02667,24.35278,7.02667
273,        ,7.02667,25.99806,7.02792,25.99639,5600,157,11,2.68,0.08,20.4,2.33,78.9,9.59,1,7.02792,25.99639,7.02792
102255,        ,7.05375,26.21,7.06125,26.21194,10264,222,6,1.04,0.09,6.6,2.36,141.9,9.69,1,7.06125,26.21194,7.06125
279,500-026 ,7.05667,30.80305,7.06375,30.8025,6308,417,4,11.06,0.12,49.5,2.4,84.3,10.27,1,7.06375,30.8025,7.06375
100247,500-027 ,7.06958,31.20528,7.07042,31.19861,14716,293,11,1.97,0.11,10.4,2.48,205.7,10.29,1,7.07042,31.19861,7.07042
278,479-034 ,7.08958,27.36639,7.08833,27.36889,9591,381,5,3.2,0.11,16.7,2.19,132.3,10.12,1,7.08833,27.36889,7.08833
100254,500-028 ,7.14042,31.15722,7.14417,31.15528,6060,216,10,3.77,0.09,24,2.39,76.2,9.71,1,7.14417,31.15528,7.14417
284,500-029 ,7.13917,33.275,7.14333,33.27195,4733,229,2,4.88,0.09,28.9,2.49,76.6,9.83,1,7.14333,33.27195,7.14333
100256,500-030 ,7.16292,30.70945,7.17583,30.71139,6274,208,15,0.8,0.09,5.4,2.29,88.8,9.17,2,7.17583,30.71139,7.17583
102775,KAZ025  ,7.20625,32.17445,7.20833,32.17389,2893,141,17,1.39,0.06,13.7,1.91,40.2,8.72,1,7.20833,32.17389,7.20833
